,_id,time,temp,hum,rssi,acc,mic,co2,tvoc
1400,600981140d9a3cac6984bda3,04:38:01,23.34,21.25,-64,0.007466,1690,1519,184
1401,6009811f0d9a3cac6984bda4,04:38:12,23.37,21.91,-71,0.006118,1908,1528,191
1402,6009812b0d9a3cac6984bda5,04:38:24,23.21,21.3,-64,0.005057,2019,1507,177
1403,600981370d9a3cac6984bda6,04:38:36,23.31,21.68,-69,0.006848,1740,1491,166
1404,600981430d9a3cac6984bda7,04:38:47,23.64,21.32,-69,0.004059,1950,1512,179
1405,6009814f0d9a3cac6984bda8,04:38:59,23.39,21.95,-61,0.009543,1902,1519,184
1406,6009815a0d9a3cac6984bda9,04:39:10,23.57,21.98,-64,0.004665,1695,1507,177
1407,600981660d9a3cac6984bdaa,04:39:22,23.4,21.71,-63,0.010754,1716,1519,184
1408,600981720d9a3cac6984bdab,04:39:34,23.37,21.35,-63,0.006962,1647,1524,187
1409,6009817e0d9a3cac6984bdac,04:39:46,23.50,21.26,-65,0.007255,1488,1512,179
1410,600981890d9a3cac6984bdad,04:39:57,23.99,21.77,-65,0.007220,2094,1511,178
1411,600981950d9a3cac6984bdae,04:40:09,23.65,21.44,-67,0.005839,1925,1506,176
1412,600981a10d9a3cac6984bdaf,04:40:21,23.27,21.78,-64,0.008100,1996,1506,176
1413,600981ac0d9a3cac6984bdb0,04:40:32,23.69,21.1,-69,0.009547,1774,1494,168
1414,600981ba0d9a3cac6984bdb1,04:40:44,23.4,21.48,-65,0.008892,2147,1400,152
1415,600981c40d9a3cac6984bdb2,04:40:56,23.7,22.93,-61,0.004883,1628,1487,165
1416,600981d00d9a3cac6984bdb3,04:41:08,23.48,22.77,-67,0.009227,1687,1494,168
1417,600981dc0d9a3cac6984bdb4,04:41:20,23.86,22.73,-67,0.006775,1890,1465,162
1418,600981e80d9a3cac6984bdb5,04:41:32,23.22,22.87,-66,0.007133,1813,1400,152
1419,600981f40d9a3cac6984bdb6,04:41:45,23.30,22.37,-69,0.005316,1992,1400,152
1420,600982000d9a3cac6984bdb7,04:41:57,23.20,22.46,-64,0.010163,2154,1356,145
1421,6009820c0d9a3cac6984bdb8,04:42:09,23.79,22.30,-66,0.007556,2056,1432,157
1422,600982180d9a3cac6984bdb9,04:42:21,23.94,23.62,-70,0.007642,1838,1432,157
1423,600982240d9a3cac6984bdba,04:42:33,23.56,23.75,-65,0.004056,1802,1462,161
1424,600982300d9a3cac6984bdbb,04:42:45,23.87,22.42,-69,0.004669,2025,1462,161
1425,6009823c0d9a3cac6984bdbc,04:42:56,23.33,23.84,-70,0.007257,2026,1397,151
1426,600982470d9a3cac6984bdbd,04:43:08,23.64,23.40,-65,0.006246,2176,1500,172
1427,600982530d9a3cac6984bdbe,04:43:20,23.77,23.15,-64,0.008092,1643,1397,151
1428,600982610d9a3cac6984bdbf,04:43:32,23.3,23.29,-66,0.008377,1536,1397,151
1429,6009826c0d9a3cac6984bdc0,04:43:44,23.94,23.57,-65,0.011294,1655,1432,157
1430,600982770d9a3cac6984bdc1,04:43:55,23.76,23.93,-68,0.006881,2069,1432,157
1431,600982830d9a3cac6984bdc2,04:44:07,23.3,23.53,-68,0.008347,1795,1413,154
1432,6009828e0d9a3cac6984bdc3,04:44:18,23.49,23.27,-65,0.009875,1932,1413,154
1433,6009829a0d9a3cac6984bdc4,04:44:30,23.44,23.91,-68,0.004160,1729,1413,154
1434,600982a60d9a3cac6984bdc5,04:44:42,23.61,23.56,-69,0.005954,1756,1462,161
1435,600982b20d9a3cac6984bdc6,04:44:54,23.0,23.20,-64,0.007417,1905,1397,151
1436,600982c00d9a3cac6984bdc7,04:45:05,23.39,23.15,-68,0.008992,1915,1508,177
1437,600982cc0d9a3cac6984bdc8,04:45:20,23.13,22.48,-67,0.007585,1609,1458,161
1438,600982d80d9a3cac6984bdc9,04:45:32,23.95,22.72,-66,0.005983,1715,1458,161
1439,600982e30d9a3cac6984bdca,04:45:43,23.5,22.92,-65,0.008043,1655,1458,161
1440,600982ef0d9a3cac6984bdcb,04:45:55,23.13,22.68,-64,0.007416,1960,1508,177
1441,600982fa0d9a3cac6984bdcc,04:46:06,23.5,22.43,-67,0.008537,1719,1495,166
1442,600983050d9a3cac6984bdcd,04:46:17,23.2,22.59,-63,0.009107,1731,1478,164
1443,600983110d9a3cac6984bdce,04:46:29,23.5,22.22,-65,0.008573,1731,1458,161
1444,6009831c0d9a3cac6984bdcf,04:46:40,23.33,22.73,-67,0.004235,1861,1478,164
1445,600983280d9a3cac6984bdd0,04:46:52,23.71,22.5,-71,0.008963,1658,1478,164
1446,600983350d9a3cac6984bdd1,04:47:04,23.66,22.45,-63,0.008707,1544,1491,166
1447,600983400d9a3cac6984bdd2,04:47:16,23.43,22.77,-70,0.005992,1858,1474,163
1448,6009834b0d9a3cac6984bdd3,04:47:28,23.38,22.30,-65,0.007892,1611,1474,163
1449,600983570d9a3cac6984bdd4,04:47:39,23.2,22.57,-64,0.007468,1655,1491,166
1450,600983630d9a3cac6984bdd5,04:47:52,23.97,22.57,-67,0.009390,1645,1498,170
1451,6009836e0d9a3cac6984bdd6,04:48:03,23.23,22.65,-69,0.009881,2159,1491,166
1452,6009837a0d9a3cac6984bdd7,04:48:15,23.53,22.75,-64,0.011430,1856,1491,166
1453,600983850d9a3cac6984bdd8,04:48:26,23.63,22.48,-70,0.005985,1852,1491,166
1454,600983910d9a3cac6984bdd9,04:48:38,23.76,22.59,-63,0.007487,1799,1491,166
1455,6009839c0d9a3cac6984bdda,04:48:49,23.7,22.74,-64,0.008655,1664,1498,170
1456,600983a80d9a3cac6984bddb,04:49:01,23.82,22.2,-69,0.005448,1631,1497,170
1457,600983b30d9a3cac6984bddc,04:49:12,23.46,22.16,-69,0.008231,1455,1497,170
1458,600983bf0d9a3cac6984bddd,04:49:24,23.49,23.80,-64,0.004055,1719,1497,170
1459,600983cb0d9a3cac6984bdde,04:49:36,23.15,23.19,-64,0.004636,1648,1502,173
1460,600983d70d9a3cac6984bddf,04:49:47,23.41,23.77,-64,0.008370,1768,1497,170
1461,600983e30d9a3cac6984bde0,04:49:59,23.44,23.39,-61,0.004814,1891,1497,170
1462,600983ee0d9a3cac6984bde1,04:50:11,23.65,23.67,-67,0.004077,1766,1514,181
1463,600983fa0d9a3cac6984bde2,04:50:22,23.46,23.50,-63,0.004336,2083,1506,176
1464,600984060d9a3cac6984bde3,04:50:34,23.46,23.60,-65,0.007651,2104,1497,170
1465,600984120d9a3cac6984bde4,04:50:46,23.13,23.10,-65,0.010199,1682,1530,192
1466,6009841e0d9a3cac6984bde5,04:50:58,23.52,23.80,-68,0.007065,1893,1522,186
1467,600984290d9a3cac6984bde6,04:51:09,23.52,23.61,-67,0.008159,1569,1496,169
1468,600984350d9a3cac6984bde7,04:51:21,23.80,23.68,-66,0.004340,1581,1513,180
1469,600984410d9a3cac6984bde8,04:51:33,23.9,23.1,-69,0.007796,1750,1501,172
1470,6009844d0d9a3cac6984bde9,04:51:45,23.6,23.34,-64,0.011158,1327,1352,145
1471,600984590d9a3cac6984bdea,04:51:57,23.67,23.32,-64,0.006294,1725,1496,169
1472,600984650d9a3cac6984bdeb,04:52:09,23.60,23.99,-64,0.010379,1953,1441,158
1473,600984710d9a3cac6984bdec,04:52:21,23.32,23.93,-62,0.006077,1773,1465,162
1474,6009847c0d9a3cac6984bded,04:52:33,23.88,23.19,-62,0.004309,1720,1441,158
1475,600984870d9a3cac6984bdee,04:52:44,23.65,23.9,-63,0.009372,1846,1397,151
1476,600984950d9a3cac6984bdef,04:52:56,23.3,23.2,-66,0.005290,1839,1496,169
1477,6009849e0d9a3cac6984bdf0,04:53:07,23.24,23.62,-65,0.004284,1906,1416,154
1478,600984aa0d9a3cac6984bdf1,04:53:19,23.87,23.37,-62,0.008763,1912,1501,172
1479,600984b60d9a3cac6984bdf2,04:53:31,23.42,23.82,-66,0.007350,1833,1465,162
1480,600984c20d9a3cac6984bdf3,04:53:43,23.88,23.6,-65,0.004674,1825,1513,180
1481,600984ce0d9a3cac6984bdf4,04:53:55,23.27,23.82,-60,0.004717,1541,1598,243
1482,600984da0d9a3cac6984bdf5,04:54:07,23.19,23.94,-61,0.008014,1853,1579,228
1483,600984e50d9a3cac6984bdf6,04:54:18,23.28,23.84,-62,0.009506,1638,1536,196
1484,600984f20d9a3cac6984bdf7,04:54:30,23.48,23.99,-66,0.005773,1673,1723,360
1485,600984fe0d9a3cac6984bdf8,04:54:42,23.52,23.33,-61,0.007038,1811,1803,452
1486,6009850a0d9a3cac6984bdf9,04:54:54,23.40,23.17,-64,0.004543,1770,1667,305
1487,600985160d9a3cac6984bdfa,04:55:06,23.50,23.41,-69,0.006037,1695,1811,463
1488,600985220d9a3cac6984bdfb,04:55:18,23.82,23.58,-69,0.004645,1772,2052,829
1489,6009852e0d9a3cac6984bdfc,04:55:30,23.87,23.56,-68,0.009193,1721,1863,535
1490,6009853b0d9a3cac6984bdfd,04:55:41,23.81,23.66,-67,0.006051,1671,1882,556
1491,600985450d9a3cac6984bdfe,04:55:53,23.78,23.69,-71,0.009197,1816,2102,925
1492,600985510d9a3cac6984bdff,04:56:05,23.19,23.23,-67,0.009715,1894,2052,829
1493,6009855d0d9a3cac6984be00,04:56:17,23.71,23.51,-63,0.008419,1886,1819,474
1494,6009856b0d9a3cac6984be01,04:56:29,23.89,23.93,-66,0.008710,2058,1882,556
1495,600985740d9a3cac6984be02,04:56:40,23.60,23.78,-66,0.010535,1847,1915,609
1496,600985800d9a3cac6984be03,04:56:52,23.89,23.63,-66,0.009704,1613,1841,503
1497,6009859b0d9a3cac6984be04,04:57:04,23.85,23.10,-68,0.009172,2130,1795,444
1498,600985a70d9a3cac6984be05,04:57:31,23.84,23.84,-67,0.005649,1982,1915,609
1499,600985c20d9a3cac6984be06,04:57:43,23.62,23.38,-58,0.004769,1499,1833,493
1500,600985d30d9a3cac6984be07,04:58:10,23.43,23.63,-66,0.007889,1639,1830,488
1501,600985de0d9a3cac6984be08,04:58:23,23.41,23.51,-71,0.007902,1955,1790,439
1502,600986050d9a3cac6984be09,04:58:38,23.84,23.22,-73,0.010831,1614,1782,429
1503,600986320d9a3cac6984be0a,04:58:55,23.46,23.26,-65,0.006003,2344,1846,509
1504,600986320d9a3cac6984be0b,04:59:17,23.25,23.51,-64,0.005010,1745,1815,469
1505,600986390d9a3cac6984be0c,04:59:54,23.46,23.5,-69,0.010219,1873,1726,364
1506,600986440d9a3cac6984be0d,05:00:09,23.92,23.68,-65,0.008870,1803,1917,611
1507,600986500d9a3cac6984be0e,05:00:21,23.22,23.48,-63,0.004103,1601,2027,796
1508,6009865b0d9a3cac6984be0f,05:00:32,23.10,23.58,-68,0.004626,1849,1789,438
1509,600986670d9a3cac6984be10,05:00:44,23.50,23.7,-64,0.004041,1806,1935,641
1510,600986740d9a3cac6984be11,05:00:56,23.82,23.37,-68,0.007092,1973,1887,567
1511,600986800d9a3cac6984be12,05:01:08,23.59,23.20,-64,0.007145,1918,1953,667
1512,6009868b0d9a3cac6984be13,05:01:19,23.51,23.28,-67,0.008674,1776,1844,507
1513,600986970d9a3cac6984be14,05:01:31,23.41,23.6,-64,0.006191,1533,1935,641
1514,600986a30d9a3cac6984be15,05:01:43,23.97,23.28,-67,0.010882,1841,1917,611
1515,600986ae0d9a3cac6984be16,05:01:54,23.26,23.38,-67,0.006857,1705,1820,476
1516,600986ba0d9a3cac6984be17,05:02:06,23.4,23.93,-63,0.004125,1915,1829,487
1517,600986c60d9a3cac6984be18,05:02:18,23.82,23.71,-68,0.006443,2017,1877,550
1518,600986d10d9a3cac6984be19,05:02:29,23.27,23.20,-69,0.007118,1980,1739,379
1519,600986dd0d9a3cac6984be1a,05:02:41,23.86,23.14,-68,0.008939,1613,1710,349
1520,600986e90d9a3cac6984be1b,05:02:53,23.73,23.30,-69,0.005455,1672,1759,402
1521,600986f50d9a3cac6984be1c,05:03:05,23.88,23.35,-65,0.004698,1559,1759,402
1522,600987040d9a3cac6984be1d,05:03:17,23.17,23.63,-69,0.004007,1748,1663,301
1523,600987100d9a3cac6984be1e,05:03:32,23.89,23.64,-62,0.007468,1664,1710,349
1524,6009871c0d9a3cac6984be1f,05:03:44,23.61,23.37,-69,0.006089,2085,1746,386
1525,600987270d9a3cac6984be20,05:03:55,23.89,23.58,-69,0.007372,2032,1710,349
1526,600987330d9a3cac6984be21,05:04:07,23.6,23.65,-66,0.006825,2031,1703,341
1527,6009873e0d9a3cac6984be22,05:04:18,23.12,23.58,-66,0.009013,2012,1642,284
1528,6009874a0d9a3cac6984be23,05:04:30,23.56,23.72,-63,0.007615,1751,1703,341
1529,600987560d9a3cac6984be24,05:04:42,23.36,23.72,-70,0.009415,1985,1725,363
1530,600987620d9a3cac6984be25,05:04:54,23.96,23.19,-66,0.008455,1773,1708,347
1531,6009876e0d9a3cac6984be26,05:05:06,23.32,23.7,-69,0.009297,1937,1660,299
1532,6009877a0d9a3cac6984be27,05:05:18,23.63,23.83,-66,0.004450,1635,1700,338
1533,600987870d9a3cac6984be28,05:05:29,23.83,23.40,-66,0.004751,1815,1686,324
1534,600987910d9a3cac6984be29,05:05:42,23.42,23.34,-61,0.004802,1807,1694,332
1535,6009879c0d9a3cac6984be2a,05:05:53,23.39,23.92,-62,0.005669,1751,1694,332
1536,600987a80d9a3cac6984be2b,05:06:05,23.93,23.23,-67,0.009460,1772,1680,319
1537,600987b50d9a3cac6984be2c,05:06:17,23.21,23.59,-68,0.005454,1701,1655,294
1538,600987c00d9a3cac6984be2d,05:06:29,23.70,23.76,-69,0.008470,1917,1667,305
1539,600987cc0d9a3cac6984be2e,05:06:41,23.49,23.12,-65,0.008331,2080,1673,312
1540,600987d80d9a3cac6984be2f,05:06:53,23.99,23.27,-70,0.004343,1853,1672,311
1541,600987e50d9a3cac6984be30,05:07:04,23.39,23.9,-68,0.007716,1799,1660,298
1542,600987ef0d9a3cac6984be31,05:07:16,23.96,23.61,-67,0.008091,2218,1640,281
1543,600987fb0d9a3cac6984be32,05:07:28,23.21,23.17,-64,0.004321,1999,1645,286
1544,600988070d9a3cac6984be33,05:07:40,23.34,23.57,-68,0.008475,1658,1627,269
1545,600988130d9a3cac6984be34,05:07:52,23.70,23.18,-66,0.005267,1863,1614,258
1546,6009881f0d9a3cac6984be35,05:08:03,23.68,23.90,-66,0.009981,1956,1614,258
1547,6009882b0d9a3cac6984be36,05:08:15,23.36,23.34,-67,0.009306,1941,1602,247
1548,600988360d9a3cac6984be37,05:08:26,23.55,23.72,-67,0.008237,1919,1598,244
1549,600988420d9a3cac6984be38,05:08:38,23.52,23.43,-66,0.004226,2047,1590,236
1550,6009884e0d9a3cac6984be39,05:08:50,23.22,23.47,-67,0.011119,1957,1582,230
1551,6009885a0d9a3cac6984be3a,05:09:02,23.65,23.60,-67,0.009290,1960,1588,235
1552,600988660d9a3cac6984be3b,05:09:14,23.31,23.0,-69,0.006995,1952,1601,246
1553,600988720d9a3cac6984be3c,05:09:26,23.60,23.58,-66,0.005423,1505,1598,243
1554,6009887d0d9a3cac6984be3d,05:09:37,23.27,23.66,-68,0.010962,1680,1581,229
1555,600988890d9a3cac6984be3e,05:09:49,23.3,23.61,-64,0.005831,1557,1594,239
1556,600988980d9a3cac6984be3f,05:10:01,23.9,23.30,-66,0.007431,1759,1588,235
1557,600988a40d9a3cac6984be40,05:10:16,23.35,23.37,-67,0.004818,1855,1594,239
1558,600988af0d9a3cac6984be41,05:10:27,23.6,23.0,-64,0.007888,1933,1588,235
1559,600988bb0d9a3cac6984be42,05:10:39,23.75,23.20,-68,0.005470,1936,1594,239
1560,600988c70d9a3cac6984be43,05:10:52,23.89,23.82,-70,0.006553,1654,1568,220
1561,600988d30d9a3cac6984be44,05:11:04,23.52,23.1,-63,0.005338,1517,1592,238
1562,600988df0d9a3cac6984be45,05:11:16,23.25,23.59,-62,0.010928,1856,1572,224
1563,600988ea0d9a3cac6984be46,05:11:27,23.37,23.77,-67,0.004523,1548,1551,207
1564,600988f80d9a3cac6984be47,05:11:39,23.25,23.55,-65,0.007331,1657,1560,215
1565,600989030d9a3cac6984be48,05:11:50,23.43,23.35,-67,0.007288,1779,1560,215
1566,600989130d9a3cac6984be49,05:12:02,23.73,23.0,-68,0.006330,1891,1568,220
1567,6009891e0d9a3cac6984be4a,05:12:19,23.98,23.5,-68,0.006044,1938,1556,211
1568,6009892a0d9a3cac6984be4b,05:12:31,23.29,23.45,-65,0.005401,1950,1539,198
1569,600989360d9a3cac6984be4c,05:12:43,23.19,23.54,-61,0.005836,1895,1518,184
1570,600989430d9a3cac6984be4d,05:12:55,23.42,23.22,-65,0.005749,1650,1543,202
1571,6009894e0d9a3cac6984be4e,05:13:06,23.34,23.62,-66,0.009031,1710,1560,215
1572,6009895a0d9a3cac6984be4f,05:13:18,23.65,23.8,-66,0.012860,1600,1556,211
1573,600989660d9a3cac6984be50,05:13:30,23.97,23.29,-69,0.008183,1975,1543,202
1574,600989710d9a3cac6984be51,05:13:41,23.38,23.86,-62,0.006769,1552,1556,211
1575,6009897d0d9a3cac6984be52,05:13:53,23.2,23.12,-68,0.004928,1952,1556,210
1576,600989880d9a3cac6984be53,05:14:04,23.2,23.60,-67,0.008473,1946,1533,194
1577,600989940d9a3cac6984be54,05:14:16,23.18,23.71,-65,0.008699,2058,1578,227
1578,600989a00d9a3cac6984be55,05:14:28,23.72,23.97,-67,0.011372,1602,1556,210
1579,600989ac0d9a3cac6984be56,05:14:40,23.3,23.36,-66,0.005653,1858,1559,214
1580,600989b80d9a3cac6984be57,05:14:52,23.94,23.93,-66,0.004535,1555,1538,198
1581,600989c50d9a3cac6984be58,05:15:04,23.0,23.58,-68,0.010331,1805,1586,233
1582,600989cf0d9a3cac6984be59,05:15:15,23.28,23.60,-63,0.004463,1796,1522,186
1583,600989db0d9a3cac6984be5a,05:15:28,23.50,23.0,-65,0.008417,1709,1598,244
1584,600989e70d9a3cac6984be5b,05:15:40,23.87,23.52,-63,0.007370,1592,1533,194
1585,600989f20d9a3cac6984be5c,05:15:51,23.92,23.62,-62,0.009677,1754,1542,200
1586,600989fd0d9a3cac6984be5d,05:16:02,23.22,23.32,-66,0.008459,1894,1508,177
1587,60098a080d9a3cac6984be5e,05:16:13,23.81,23.80,-64,0.004245,1999,1521,186
1588,60098a140d9a3cac6984be5f,05:16:25,23.82,23.4,-63,0.004130,1848,1616,261
1589,60098a210d9a3cac6984be60,05:16:37,23.7,23.91,-65,0.006684,1943,1516,182
1590,60098a2d0d9a3cac6984be61,05:16:49,23.23,23.6,-64,0.004767,1760,1598,243
1591,60098a380d9a3cac6984be62,05:17:00,23.39,23.22,-66,0.007628,2024,1566,219
1592,60098a460d9a3cac6984be63,05:17:12,23.47,23.26,-64,0.008577,1926,1566,219
1593,60098a500d9a3cac6984be64,05:17:24,23.42,23.91,-64,0.005905,1893,1525,188
1594,60098a5b0d9a3cac6984be65,05:17:35,23.64,23.3,-63,0.006248,1789,1537,197
1595,60098a670d9a3cac6984be66,05:17:47,23.37,23.85,-68,0.010158,1775,1571,222
1596,60098a730d9a3cac6984be67,05:17:59,23.47,23.80,-64,0.011095,1686,1547,205
1597,60098a7f0d9a3cac6984be68,05:18:11,23.95,23.88,-64,0.011252,1984,1553,209
1598,60098a8a0d9a3cac6984be69,05:18:22,23.34,23.98,-66,0.007834,1677,1540,199
1599,60098a960d9a3cac6984be6a,05:18:34,23.32,22.26,-65,0.005362,1913,1547,205
1600,60098aa10d9a3cac6984be6b,05:18:45,23.95,22.7,-67,0.007438,1842,1524,187
1601,60098aad0d9a3cac6984be6c,05:18:58,23.78,22.52,-61,0.008165,1815,1536,196
1602,60098ab90d9a3cac6984be6d,05:19:10,23.62,23.40,-67,0.007264,1914,1553,209
1603,60098ac40d9a3cac6984be6e,05:19:21,23.93,23.47,-63,0.005117,1943,1547,205
1604,60098ad00d9a3cac6984be6f,05:19:33,23.29,23.77,-67,0.004752,1713,1531,193
1605,60098adb0d9a3cac6984be70,05:19:44,23.19,22.30,-67,0.004126,1669,1524,187
1606,60098ae70d9a3cac6984be71,05:19:56,23.10,23.73,-64,0.007630,1869,1547,204
1607,60098af20d9a3cac6984be72,05:20:07,23.2,23.1,-65,0.007083,2024,1547,204
1608,60098afe0d9a3cac6984be73,05:20:19,23.58,23.34,-62,0.004338,1676,1547,204
1609,60098b0a0d9a3cac6984be74,05:20:31,23.34,23.69,-66,0.005677,1797,1547,204
1610,60098b150d9a3cac6984be75,05:20:42,23.83,22.28,-66,0.004111,1940,1539,198
1611,60098b210d9a3cac6984be76,05:20:54,23.57,22.93,-66,0.007441,1840,1547,204
1612,60098b2e0d9a3cac6984be77,05:21:06,23.79,22.7,-68,0.004762,1614,1539,198
1613,60098b3a0d9a3cac6984be78,05:21:18,23.28,22.79,-65,0.009805,2179,1530,192
1614,60098b460d9a3cac6984be79,05:21:30,23.86,22.74,-65,0.005974,1647,1547,204
1615,60098b520d9a3cac6984be7a,05:21:42,23.10,22.79,-59,0.004824,1727,1539,198
1616,60098b5e0d9a3cac6984be7b,05:21:54,23.32,22.6,-69,0.009891,1628,1499,171
1617,60098b690d9a3cac6984be7c,05:22:05,23.44,22.23,-65,0.004781,1826,1499,171
1618,60098b740d9a3cac6984be7d,05:22:16,23.83,22.55,-65,0.006823,1567,1516,182
1619,60098b840d9a3cac6984be7e,05:22:28,23.13,22.28,-65,0.006170,1826,1520,185
1620,60098b8e0d9a3cac6984be7f,05:22:42,23.34,22.31,-66,0.009299,1856,1520,185
1621,60098b990d9a3cac6984be80,05:22:53,23.66,22.74,-62,0.008088,1853,1511,178
1622,60098ba40d9a3cac6984be81,05:23:05,23.71,22.91,-70,0.005721,2097,1511,178
1623,60098bb10d9a3cac6984be82,05:23:17,23.28,22.6,-67,0.008109,1863,1511,178
1624,60098bbc0d9a3cac6984be83,05:23:28,23.40,22.95,-65,0.006820,2140,1499,171
1625,60098bc80d9a3cac6984be84,05:23:40,23.22,22.84,-65,0.007482,1789,1499,171
1626,60098bd50d9a3cac6984be85,05:23:51,23.89,22.50,-60,0.009448,1811,1511,178
1627,60098bdf0d9a3cac6984be86,05:24:03,23.45,22.49,-66,0.008202,1605,1511,178
1628,60098bec0d9a3cac6984be87,05:24:15,23.92,22.77,-66,0.010162,1624,1503,174
1629,60098bf60d9a3cac6984be88,05:24:26,23.58,22.62,-67,0.010240,1871,1499,171
1630,60098c020d9a3cac6984be89,05:24:38,23.94,22.80,-66,0.007554,1782,1503,174
1631,60098c0e0d9a3cac6984be8a,05:24:50,23.71,22.4,-66,0.009272,1938,1432,157
1632,60098c1a0d9a3cac6984be8b,05:25:02,23.10,22.64,-64,0.008044,1545,1494,168
1633,60098c260d9a3cac6984be8c,05:25:14,23.15,22.16,-66,0.007429,1445,1499,171
1634,60098c310d9a3cac6984be8d,05:25:25,23.79,22.81,-68,0.004806,1859,1503,174
1635,60098c3d0d9a3cac6984be8e,05:25:37,23.83,22.29,-69,0.009080,1425,1458,161
1636,60098c480d9a3cac6984be8f,05:25:48,23.32,22.11,-65,0.007321,1942,1494,168
1637,60098c550d9a3cac6984be90,05:26:00,23.12,22.81,-68,0.004288,1776,1494,168
1638,60098c600d9a3cac6984be91,05:26:13,23.45,22.58,-61,0.006788,1520,1458,161
1639,60098c6c0d9a3cac6984be92,05:26:25,23.28,22.93,-67,0.009516,2052,1494,168
1640,60098c770d9a3cac6984be93,05:26:36,23.24,22.92,-67,0.005978,1817,1458,161
1641,60098c830d9a3cac6984be94,05:26:48,23.71,22.13,-64,0.006167,1682,1458,161
1642,60098c8e0d9a3cac6984be95,05:26:59,23.38,22.97,-67,0.007496,1935,1400,152
1643,60098c9a0d9a3cac6984be96,05:27:11,23.22,22.93,-63,0.009422,1615,1429,156
1644,60098ca60d9a3cac6984be97,05:27:23,23.40,22.14,-63,0.007610,1748,1341,143
1645,60098cb20d9a3cac6984be98,05:27:35,23.23,22.73,-65,0.008169,1891,1400,152
1646,60098cbd0d9a3cac6984be99,05:27:46,23.40,22.72,-67,0.009290,1526,1400,152
1647,60098cc90d9a3cac6984be9a,05:27:58,23.90,22.17,-65,0.006252,1746,1429,156
1648,60098cd50d9a3cac6984be9b,05:28:10,23.56,22.57,-65,0.006289,1793,1400,152
1649,60098ce10d9a3cac6984be9c,05:28:21,23.97,22.2,-70,0.009377,1740,1341,143
1650,60098cec0d9a3cac6984be9d,05:28:33,23.82,22.30,-69,0.007094,2117,1341,143
1651,60098cf80d9a3cac6984be9e,05:28:44,23.74,22.78,-70,0.004417,2079,1321,140
1652,60098d030d9a3cac6984be9f,05:28:56,23.69,22.14,-69,0.005352,2107,1334,142
1653,60098d0f0d9a3cac6984bea0,05:29:07,23.43,22.72,-66,0.008669,1867,1334,142
1654,60098d1c0d9a3cac6984bea1,05:29:19,23.74,22.5,-67,0.008697,1858,1356,145
1655,60098d280d9a3cac6984bea2,05:29:32,23.99,22.82,-66,0.008218,1547,1259,130
1656,60098d330d9a3cac6984bea3,05:29:43,23.81,22.40,-69,0.005372,1564,1299,136
1657,60098d3f0d9a3cac6984bea4,05:29:55,23.38,22.27,-66,0.004602,1625,1274,133
1658,60098d4b0d9a3cac6984bea5,05:30:07,23.99,22.20,-72,0.006933,1914,1274,133
1659,60098d560d9a3cac6984bea6,05:30:18,23.76,22.25,-70,0.004793,1843,1274,133
1660,60098d620d9a3cac6984bea7,05:30:30,23.46,22.87,-70,0.008151,1912,1313,139
1661,60098d6e0d9a3cac6984bea8,05:30:42,23.7,22.51,-67,0.005773,1875,1299,136
1662,60098d7a0d9a3cac6984bea9,05:30:54,23.58,22.75,-70,0.009784,1813,1310,138
1663,60098d850d9a3cac6984beaa,05:31:05,23.5,22.79,-69,0.007958,1412,1310,138
1664,60098d910d9a3cac6984beab,05:31:17,23.58,22.34,-56,0.008293,1990,1270,132
1665,60098d9d0d9a3cac6984beac,05:31:29,23.21,22.80,-70,0.008511,1730,1255,130
1666,60098da90d9a3cac6984bead,05:31:40,23.93,22.25,-64,0.008670,1572,1184,119
1667,60098db40d9a3cac6984beae,05:31:53,23.30,22.78,-69,0.005199,1920,1198,121
1668,60098dc00d9a3cac6984beaf,05:32:04,23.7,22.54,-68,0.009994,1579,1238,127
1669,60098dcc0d9a3cac6984beb0,05:32:17,23.76,22.13,-65,0.006537,2015,1150,114
1670,60098dd70d9a3cac6984beb1,05:32:28,23.36,22.22,-67,0.005843,1880,1198,121
1671,60098de30d9a3cac6984beb2,05:32:40,23.95,22.27,-69,0.008452,2077,1198,121
1672,60098def0d9a3cac6984beb3,05:32:52,23.49,22.63,-70,0.010924,1824,1184,119
1673,60098dfb0d9a3cac6984beb4,05:33:04,23.69,22.39,-71,0.005322,1760,1224,125
1674,60098e070d9a3cac6984beb5,05:33:16,23.85,21.78,-69,0.005374,1762,1184,119
1675,60098e120d9a3cac6984beb6,05:33:27,23.87,22.31,-69,0.010084,1937,1184,119
1676,60098e1e0d9a3cac6984beb7,05:33:39,23.94,22.66,-69,0.009153,1920,1168,117
1677,60098e290d9a3cac6984beb8,05:33:50,23.59,22.71,-66,0.008652,1768,1168,117
1678,60098e350d9a3cac6984beb9,05:34:01,23.71,22.62,-66,0.007466,1970,1198,121
1679,60098e410d9a3cac6984beba,05:34:13,23.31,22.41,-68,0.007656,1691,1168,117
1680,60098e4c0d9a3cac6984bebb,05:34:24,23.77,22.66,-69,0.007297,2156,1150,114
1681,60098e580d9a3cac6984bebc,05:34:36,23.23,22.42,-63,0.004920,1888,1184,119
1682,60098e640d9a3cac6984bebd,05:34:48,23.79,22.50,-69,0.006454,1717,1198,121
1683,60098e700d9a3cac6984bebe,05:35:00,23.48,22.91,-67,0.007351,1553,1198,121
